time_step,fraction_stopped_road1_mean,fraction_stopped_road1_std,fraction_stopped_road2_mean,fraction_stopped_road2_std
0,0.6960000000000002,0.06329472507422897,0.7063333333333334,0.07252509144350593
1,0.4756666666666663,0.06478254222996949,0.4516666666666665,0.06853628398317364
2,0.47133333333333327,0.08137976816547628,0.44,0.0825967446224258
3,0.41766666666666646,0.08465026087772363,0.4166666666666665,0.07951240294584375
4,0.3873333333333331,0.0820270957942828,0.4043333333333334,0.08050603842086763
5,0.3670000000000001,0.08850549261047147,0.40166666666666656,0.0801907448247961
6,0.3496666666666667,0.07738719388747584,0.3969999999999999,0.07631732000885078
7,0.34,0.0835330939076111,0.39199999999999974,0.07917912182724264
8,0.33166666666666655,0.08398081791562753,0.39166666666666666,0.08129165598838131
9,0.3183333333333333,0.08924062353485038,0.38799999999999973,0.076524505878836
10,0.3039999999999999,0.08683061416087963,0.38966666666666655,0.07081980262923958
11,0.2956666666666666,0.08839997486173598,0.38299999999999984,0.0762299153875957
12,0.285,0.08645808232895288,0.38233333333333336,0.077381450547847
13,0.27499999999999997,0.08811293258590869,0.3803333333333332,0.07917561352953177
14,0.26633333333333326,0.08812806338253185,0.3786666666666666,0.08518215775618744
15,0.25733333333333325,0.09178235124467013,0.38233333333333314,0.08075408486400067
16,0.24933333333333318,0.09398345007972886,0.3819999999999999,0.07894020240381673
17,0.24533333333333343,0.09457742272280888,0.3833333333333332,0.0821245666316995
18,0.22899999999999998,0.0920935514692653,0.3793333333333333,0.07742810285103928
19,0.22766666666666674,0.09117199862530893,0.38233333333333325,0.08900124843069462
20,0.22400000000000003,0.09429033177726481,0.3806666666666665,0.08435111801933103
21,0.21666666666666662,0.09386751893552482,0.37999999999999984,0.09660917830792953
22,0.21233333333333337,0.09996165931662669,0.3896666666666665,0.09161453062818274
23,0.20366666666666666,0.09473882226650508,0.38166666666666643,0.09157571245210765
24,0.20066666666666677,0.0946314488482086,0.3843333333333331,0.09302986378338703
25,0.19566666666666663,0.10194279441595337,0.38666666666666644,0.08755950357709132
26,0.1946666666666667,0.09401181958787003,0.3853333333333331,0.08142071808411747
27,0.18599999999999997,0.10678951259369993,0.3773333333333332,0.08779774737682308
28,0.18766666666666665,0.10106708443185428,0.3753333333333332,0.08558556472261479
29,0.17999999999999988,0.10360180178613365,0.3716666666666666,0.08344991844746702
30,0.17799999999999985,0.10101925009070745,0.36499999999999977,0.08874119674649426
31,0.1729999999999999,0.1016196612647157,0.36499999999999994,0.08318319808978526
32,0.17199999999999988,0.09436571882250931,0.36566666666666636,0.08912600318899329
33,0.16666666666666655,0.09649409884086754,0.36666666666666636,0.09333333333333331
34,0.1656666666666666,0.09700572720778451,0.3649999999999999,0.09596006113656524
35,0.16333333333333325,0.09871395263307231,0.365,0.08998456657795395
36,0.15633333333333319,0.09448045065279677,0.3693333333333332,0.09100427340393293
37,0.15466666666666654,0.09037207041509622,0.36966666666666653,0.09044273817664349
38,0.1506666666666666,0.09110189655301118,0.36899999999999994,0.08708297448091931
39,0.1513333333333332,0.09060537143753307,0.3693333333333333,0.08160609998986322
40,0.14533333333333326,0.08544263832797094,0.3709999999999999,0.07537388289203506
41,0.14266666666666655,0.09429033177726479,0.3756666666666665,0.08053363686477018
42,0.14233333333333323,0.08779458348263232,0.37733333333333313,0.07758579480520617
43,0.14399999999999988,0.08652295777550731,0.3809999999999998,0.0869552886385999
44,0.13766666666666655,0.07995206897468839,0.37533333333333324,0.08532552047567271
45,0.12933333333333322,0.08410046901705659,0.3676666666666664,0.08812302007232085
46,0.13166666666666654,0.0769379259172253,0.37033333333333324,0.08690927581232177
47,0.12366666666666658,0.08476044675043502,0.36700000000000005,0.0838643083929166
48,0.1323333333333332,0.07992426971132666,0.37,0.09036961141150644
49,0.12333333333333327,0.07810249675906654,0.3679999999999999,0.09066666666666663
50,0.1289999999999999,0.07883245242636787,0.36533333333333323,0.08792926450025354
51,0.11766666666666657,0.07781102464018548,0.3666666666666664,0.09177266598624134
52,0.11866666666666659,0.07605845705040887,0.3666666666666665,0.09140872800534727
53,0.11733333333333323,0.07505257416563994,0.36933333333333324,0.09529836188402073
54,0.11699999999999992,0.07078841713161835,0.379,0.09329225286402108
55,0.11666666666666656,0.06936217348894937,0.36499999999999994,0.08748015648007143
56,0.1129999999999999,0.06631490531295861,0.3686666666666667,0.0919927533377856
57,0.1119999999999999,0.07079234107977753,0.3723333333333331,0.0879463220126661
58,0.1129999999999999,0.0646176790394428,0.36733333333333335,0.0858914043041173
59,0.10933333333333328,0.06767241354906413,0.36766666666666653,0.08543418519538884
60,0.10733333333333324,0.06456349157569194,0.3693333333333332,0.08119660638776036
61,0.10733333333333325,0.066763263351437,0.3663333333333332,0.08426083840604062
62,0.10733333333333324,0.061024585209569424,0.3716666666666665,0.08183655798127282
63,0.10899999999999993,0.06597221637426877,0.3673333333333332,0.07859601346972594
64,0.10033333333333327,0.06009159675029445,0.37399999999999983,0.0798025340728253
65,0.10399999999999993,0.06502649032851492,0.3729999999999998,0.07827231666148357
66,0.10133333333333332,0.0668198240710711,0.3703333333333332,0.07787382957921955
67,0.09866666666666662,0.06444980820590378,0.37066666666666653,0.07835531606442253
68,0.0946666666666666,0.0592021020647822,0.3703333333333333,0.08880628105914327
69,0.09933333333333329,0.061640535003807014,0.3623333333333334,0.08927547877839197
70,0.10299999999999994,0.058136811822535384,0.36933333333333307,0.08877937698462277
71,0.0963333333333333,0.060717012076975246,0.3689999999999998,0.09058513491002079
72,0.1003333333333333,0.05343635882472199,0.3663333333333331,0.07880989785553585
73,0.09533333333333328,0.0557813190553572,0.37766666666666665,0.08179309941010375
74,0.09566666666666662,0.05689268650518955,0.3729999999999996,0.0857250125562999
75,0.09299999999999997,0.05039731033387484,0.3766666666666666,0.08787617550976047
76,0.09433333333333328,0.05165161070953051,0.3716666666666665,0.08568352622684643
77,0.09166666666666659,0.05214829282387339,0.3769999999999997,0.08890631773576793
78,0.09133333333333328,0.05489788500277382,0.3759999999999998,0.08206772271186226
79,0.09099999999999991,0.05371840156470281,0.3746666666666666,0.07917912182724263
80,0.09233333333333327,0.05139282267225865,0.37699999999999967,0.08790082795716746
81,0.0916666666666666,0.05341140119654021,0.37866666666666615,0.08346922253807754
82,0.09099999999999994,0.04963309827569141,0.3783333333333329,0.08998456657795388
83,0.09166666666666659,0.049749371855331,0.3769999999999999,0.08915591835530484
84,0.09133333333333325,0.05068859174738761,0.3823333333333334,0.09468720434497292
85,0.08466666666666661,0.04885807109486734,0.38066666666666654,0.08745538545135144
86,0.08833333333333325,0.04861984048604941,0.38899999999999985,0.08794632201266606
87,0.08699999999999998,0.04828043081829324,0.3903333333333331,0.08317251148466458
88,0.08399999999999995,0.046542692468552145,0.3893333333333331,0.08587846709805151
89,0.08366666666666664,0.051314931766711175,0.38799999999999973,0.08212727250365065
90,0.08233333333333327,0.04931869152089635,0.3809999999999998,0.07835177087979568
91,0.08066666666666662,0.04880346071517652,0.38566666666666655,0.07735272745317028
92,0.07999999999999995,0.04346134936801768,0.38433333333333325,0.07125151070523193
93,0.08333333333333327,0.04678556282539401,0.39199999999999996,0.0784743411709982
94,0.07999999999999997,0.048534065928536804,0.3873333333333332,0.07885006869580606
95,0.08399999999999994,0.04701772715334787,0.39633333333333304,0.08365205715741043
96,0.08033333333333326,0.049011336557077415,0.38733333333333336,0.0853463531734075
97,0.07599999999999996,0.04739432689913659,0.38266666666666643,0.07908926040311107
98,0.0766666666666666,0.046785562825394006,0.39299999999999985,0.08236706461525338
99,0.07299999999999994,0.04538599881999832,0.3923333333333332,0.08892631156687482
100,0.07633333333333327,0.050176355653501446,0.39233333333333315,0.08600452184494592
101,0.07399999999999993,0.04957149718672348,0.3973333333333332,0.08598191024214853
102,0.07933333333333324,0.05115988011453245,0.3846666666666666,0.08411896337925237
103,0.07066666666666661,0.04301937547973778,0.3853333333333332,0.08772684879784527
104,0.07533333333333328,0.04585484343738036,0.3856666666666666,0.08897627648861116
105,0.07699999999999994,0.041013547897141386,0.3713333333333331,0.08692525524840294
106,0.0776666666666666,0.04808672720547049,0.3773333333333332,0.08855381289237511
107,0.07966666666666661,0.04687927758260217,0.37199999999999994,0.09113116310510301
108,0.0813333333333333,0.045538750287834856,0.37766666666666654,0.08743950289581173
109,0.07766666666666659,0.0464411216248895,0.3753333333333333,0.07882751916543979
110,0.08066666666666665,0.0445171627327908,0.38533333333333303,0.08059776671843956
111,0.07566666666666662,0.04316763190684016,0.3736666666666666,0.08114390509048311
112,0.0793333333333333,0.049391857178643875,0.37866666666666665,0.08634813257969162
113,0.07499999999999996,0.045552167895721515,0.37866666666666654,0.08199186951562129
114,0.07966666666666664,0.04291982189048683,0.3733333333333331,0.08299933065325821
115,0.07599999999999993,0.03684200501239493,0.3666666666666665,0.08192137151629675
116,0.07633333333333331,0.04117577497078159,0.36766666666666653,0.08912600318899329
117,0.07599999999999993,0.042184778718817,0.3629999999999998,0.08575093131985348
118,0.07499999999999993,0.0411973569810276,0.3716666666666667,0.09745369270695814
119,0.07299999999999994,0.03849819620594076,0.3756666666666664,0.08817344019349342
120,0.07599999999999996,0.03744032288559726,0.37566666666666654,0.08979668392788481
121,0.07599999999999993,0.04029888335921977,0.3723333333333331,0.09092793239092646
122,0.07299999999999994,0.03454304882638796,0.3706666666666667,0.08396824796711357
123,0.07099999999999995,0.03962462758324818,0.373333333333333,0.08831760866327844
124,0.0746666666666666,0.03833188403057347,0.37199999999999983,0.0866307617933081
125,0.0753333333333333,0.03760023640587621,0.36899999999999983,0.08072656178593127
126,0.07399999999999993,0.03729164338919201,0.3716666666666666,0.08291561975888505
127,0.06899999999999998,0.0380803244617363,0.3723333333333332,0.08433465084609847
128,0.07733333333333327,0.038551552786135895,0.3716666666666665,0.08645808232895294
129,0.07133333333333328,0.0405572297980137,0.3723333333333331,0.08577166069149986
130,0.0756666666666666,0.03796343269808754,0.3706666666666667,0.08683061416087968
131,0.07499999999999996,0.03723051317281444,0.3726666666666667,0.0827821773625754
132,0.07699999999999997,0.039071160151133925,0.37366666666666665,0.07948375095997083
133,0.07399999999999995,0.0341825166487847,0.3823333333333332,0.0768049477572897
134,0.07499999999999994,0.037822685726367385,0.3833333333333332,0.08266397845091498
135,0.07599999999999994,0.040022216052809687,0.38733333333333314,0.08753158160217248
136,0.07699999999999994,0.0379165750914645,0.3829999999999996,0.0821238901497812
137,0.07699999999999994,0.04101354789714139,0.3886666666666666,0.08579303261013942
138,0.07833333333333327,0.04092676385936227,0.39166666666666644,0.08371578903249577
139,0.07966666666666664,0.04106769479232498,0.39366666666666644,0.08349251463454674
140,0.07633333333333328,0.03980368492154128,0.393333333333333,0.08615231988880055
141,0.07466666666666666,0.039474323581566564,0.4013333333333332,0.08704022058795576
142,0.08033333333333331,0.04002638018995861,0.3973333333333334,0.08174214199406432
143,0.07566666666666663,0.03883154502320103,0.393,0.086576234871034
144,0.0803333333333333,0.03861346915261564,0.39233333333333326,0.08217258261326182
145,0.07866666666666662,0.040144184579532255,0.39099999999999985,0.08548619121758137
146,0.0773333333333333,0.036172426576668096,0.38666666666666655,0.08299933065325824
147,0.07999999999999996,0.040000000000000015,0.3863333333333332,0.08220502823225997
148,0.07833333333333328,0.038693955887479675,0.3773333333333331,0.08431159140026034
149,0.08000000000000002,0.039157800414902445,0.3746666666666665,0.08870926295113338
150,0.08666666666666659,0.03651483716701106,0.37699999999999995,0.09039358384310253
151,0.07666666666666665,0.039860869143671325,0.37866666666666654,0.09110677496456807
152,0.07899999999999993,0.03731398308051998,0.3766666666666665,0.08412952976082642
153,0.08233333333333331,0.03871692136521186,0.38133333333333314,0.09467136138593693
154,0.08299999999999995,0.037857921525385196,0.3796666666666665,0.08678133439859054
155,0.08166666666666667,0.041197356981027604,0.3833333333333332,0.09073771725877468
156,0.08099999999999996,0.03689474518440563,0.3856666666666666,0.0869552886385999
157,0.08366666666666661,0.04122970881402015,0.3876666666666666,0.08428193427090083
158,0.08333333333333329,0.03929942040850531,0.3806666666666665,0.0851377968028563
159,0.08166666666666664,0.04065436972550157,0.38099999999999995,0.08847535752337422
160,0.0856666666666666,0.040894172363960805,0.375,0.0859424872290249
161,0.07866666666666662,0.03815756805667783,0.38199999999999995,0.08999012291480782
162,0.08733333333333328,0.036751417206233934,0.3789999999999999,0.08050603842086769
163,0.08299999999999995,0.045824544611909566,0.3846666666666666,0.07650998482405924
164,0.08299999999999993,0.03929800673486296,0.37899999999999984,0.08322059040085375
165,0.07966666666666661,0.0402478432824529,0.37666666666666665,0.08198915917499226
166,0.08266666666666661,0.03635626187849594,0.37966666666666654,0.08311905784943532
167,0.08166666666666662,0.044064346888007616,0.38,0.07673909622147561
168,0.08533333333333327,0.03721409529854095,0.3816666666666664,0.07722621892135399
169,0.08299999999999998,0.043587714884917854,0.37833333333333335,0.0763580745930354
170,0.08166666666666661,0.0403801381319524,0.38066666666666665,0.0796073698430826
171,0.08233333333333333,0.03928669551444158,0.3863333333333332,0.07273926037567331
172,0.08133333333333327,0.038678159211627455,0.3856666666666667,0.08263104071043093
173,0.08199999999999998,0.04120949189473491,0.3759999999999999,0.07718376340483363
174,0.08433333333333326,0.043831749020797915,0.3793333333333333,0.08189152716992293
175,0.08066666666666665,0.04141389997465962,0.38366666666666654,0.08089705392245959
176,0.0836666666666666,0.0433320512630855,0.38666666666666655,0.07760297817881877
177,0.0833333333333333,0.041231056256176596,0.3876666666666663,0.0769783519352465
178,0.08499999999999995,0.03869395588747968,0.38799999999999996,0.07993330553238324
179,0.08399999999999999,0.04176122603564222,0.3853333333333331,0.07750555535644599
180,0.08599999999999994,0.03892442820532001,0.3839999999999998,0.0822570496809983
181,0.08433333333333329,0.043577517139001834,0.37799999999999984,0.07749121814043765
182,0.08566666666666661,0.036592348927063985,0.3769999999999999,0.08106170489201421
183,0.08099999999999995,0.03749222141547052,0.37733333333333335,0.07844035242710787
184,0.08633333333333328,0.030946189857019028,0.3789999999999999,0.08146642116711512
185,0.08366666666666665,0.040137264480778985,0.38299999999999984,0.07951170423976026
186,0.08533333333333326,0.03474350458878769,0.3919999999999998,0.07889796504909927
187,0.08233333333333327,0.03900284889879484,0.3883333333333332,0.08490190417966684
188,0.08366666666666661,0.03929800673486296,0.38599999999999973,0.08071623821209159
189,0.08333333333333327,0.039860869143671325,0.39166666666666666,0.08998456657795392
190,0.08199999999999993,0.03927679552441447,0.3833333333333333,0.08212456663169947
191,0.08499999999999992,0.03954603505901557,0.38866666666666644,0.08847096196555745
192,0.0846666666666666,0.03540872459970534,0.3836666666666666,0.09049186581001507
193,0.08633333333333329,0.0405777716928315,0.3913333333333333,0.0854556415145698
194,0.08099999999999996,0.035979932678585645,0.3819999999999999,0.08211374225223608
195,0.08366666666666661,0.037563279941985904,0.38666666666666644,0.08563488385776753
196,0.08266666666666664,0.03900997023554078,0.3843333333333333,0.08749031692453486
197,0.08366666666666661,0.0360539718878363,0.3883333333333332,0.08936504412303008
198,0.08233333333333329,0.03634862063713314,0.37566666666666676,0.09029027263960017
199,0.0833333333333333,0.037859388972001834,0.38166666666666643,0.08722576072086351
200,0.0833333333333333,0.03726779962499648,0.37433333333333324,0.0890511713067892
201,0.08299999999999995,0.03844043010512067,0.3816666666666664,0.09169696468985948
202,0.08833333333333329,0.040380138131952396,0.3766666666666665,0.08838049055708569
203,0.0833333333333333,0.038441875315569314,0.3826666666666665,0.08837797614036352
204,0.0853333333333333,0.03953057888099625,0.37333333333333313,0.08313309275559948
205,0.0836666666666666,0.036360845852525386,0.3803333333333334,0.08179853299418026
206,0.08399999999999995,0.033492951165547916,0.37799999999999995,0.08342927810094276
207,0.08399999999999996,0.03635626187849594,0.384,0.08185081279715892
208,0.08566666666666664,0.037787417070883386,0.38066666666666665,0.09082094716773466
209,0.08599999999999997,0.037172271625201744,0.38299999999999984,0.08749539670430923
210,0.08399999999999994,0.03635626187849594,0.38666666666666644,0.09140872800534729
211,0.08733333333333329,0.03705251528424069,0.38566666666666655,0.08897627648861119
212,0.08633333333333329,0.03918474759960112,0.38866666666666616,0.08771418230695521
213,0.08766666666666662,0.03962462758324814,0.38633333333333325,0.08407602379857039
214,0.08399999999999994,0.036962443401677626,0.3833333333333331,0.08279828232249482
215,0.08799999999999997,0.03902136167109841,0.37766666666666654,0.08756648267966967
216,0.0886666666666666,0.03565887765417688,0.38,0.0864098759787715
217,0.08633333333333328,0.03714685570662596,0.3786666666666665,0.08452744458984249
218,0.0836666666666666,0.03511726387721889,0.3793333333333331,0.08508557783523338
219,0.09433333333333328,0.043730233629988,0.37533333333333324,0.08281438415047365
220,0.08133333333333327,0.04036500134192163,0.38266666666666665,0.08425886039791636
221,0.09099999999999996,0.036164746492805516,0.37933333333333313,0.08350382559433364
222,0.08233333333333329,0.04012618984044101,0.3846666666666666,0.0801969797159192
223,0.09099999999999994,0.03911663471096548,0.38433333333333314,0.08306021911842032
224,0.0843333333333333,0.037254380801308294,0.38166666666666643,0.08304951668867327
225,0.08999999999999993,0.04203173404306163,0.37366666666666654,0.0869603996719835
226,0.08433333333333329,0.04148761528724229,0.3839999999999998,0.08399470882806316
227,0.08899999999999997,0.04111096096068676,0.37566666666666665,0.08942470451602165
228,0.09066666666666662,0.0405736641458745,0.3773333333333333,0.0854894405435224
229,0.08999999999999993,0.03929942040850531,0.3796666666666665,0.08830439777647918
230,0.08899999999999997,0.038888730158406215,0.3813333333333332,0.08384111958539994
231,0.09833333333333329,0.03926406329796581,0.38299999999999984,0.08373171442171716
232,0.08566666666666663,0.03894583132734208,0.3769999999999999,0.08322593078815975
233,0.09133333333333325,0.03876424469361767,0.3739999999999999,0.08118292102817357
234,0.0843333333333333,0.03784617990409776,0.3773333333333331,0.09004690135948293
235,0.09433333333333327,0.038888730158406215,0.3803333333333332,0.08512670295245528
236,0.08933333333333328,0.03617242657666811,0.3866666666666665,0.08110350040397626
237,0.09299999999999993,0.03441414437892266,0.3856666666666666,0.0851475842940427
238,0.08766666666666664,0.04018153251875237,0.3866666666666665,0.08459051693633014
239,0.09499999999999992,0.038693955887479654,0.3969999999999998,0.08655056325639947
240,0.0903333333333333,0.039803684921541314,0.39099999999999985,0.0861336171305954
241,0.0943333333333333,0.03860195734818524,0.3966666666666665,0.089628864398325
242,0.09366666666666663,0.03762239285909981,0.39533333333333326,0.08628376955655619
243,0.09466666666666662,0.03673327283721575,0.3986666666666666,0.08905928113091614
244,0.0923333333333333,0.03883154502320103,0.39833333333333326,0.08823894327966036
245,0.0986666666666666,0.03827386691841954,0.40166666666666645,0.08032918384857263
246,0.08633333333333328,0.037444774149554064,0.39899999999999985,0.0847814182995831
247,0.0999999999999999,0.03681787005729086,0.3973333333333332,0.08572306833311813
248,0.0883333333333333,0.04252450274057691,0.39299999999999974,0.08935509685145737
249,0.09266666666666656,0.037291643389191984,0.38466666666666655,0.08477683121650106
250,0.08366666666666664,0.04582454461190957,0.38033333333333325,0.09650503728936756
251,0.09366666666666658,0.0373258921155573,0.37999999999999995,0.09695359714832658
252,0.08599999999999997,0.0368721514907329,0.38433333333333325,0.09848350115628504
253,0.0946666666666666,0.03762977544445354,0.37933333333333324,0.09897025366801442
254,0.0923333333333333,0.03883154502320103,0.38199999999999984,0.09915420089716596
255,0.09466666666666658,0.032564465978186144,0.3759999999999999,0.09499473669630334
256,0.09199999999999996,0.04297803056342985,0.37699999999999984,0.09063908894315104
257,0.09333333333333325,0.036817870057290876,0.3773333333333333,0.09355687515564476
258,0.09099999999999994,0.042388415608250525,0.37366666666666654,0.08985111141339444
259,0.09833333333333327,0.038405728739343024,0.3756666666666665,0.0919969806267817
260,0.08866666666666663,0.04274472027176121,0.3749999999999997,0.086970620837665
261,0.09633333333333326,0.03296294215563222,0.3796666666666667,0.09426852897736106
262,0.08933333333333328,0.0416012820315272,0.37666666666666637,0.08736894948054108
263,0.09266666666666663,0.03608015767395949,0.377,0.09377218256083317
264,0.0953333333333333,0.04269270039089432,0.3736666666666666,0.09372477438400866
265,0.09599999999999992,0.037794767421488976,0.36866666666666653,0.0918718914818044
266,0.09466666666666662,0.041558526334689865,0.37666666666666665,0.0906151814604546
267,0.09933333333333325,0.037410634257595186,0.3699999999999997,0.08647414514048563
268,0.09099999999999994,0.03968066979721429,0.37633333333333324,0.08848038075063747
269,0.0946666666666666,0.03762977544445354,0.3759999999999997,0.0906862723900371
270,0.09566666666666661,0.04127280514387707,0.37766666666666665,0.0928625028978029
271,0.0966666666666666,0.03636237371545239,0.3696666666666664,0.08616457121887937
272,0.09299999999999996,0.03809199390948182,0.3783333333333333,0.08735305120919104
273,0.09733333333333327,0.03322649545167229,0.3716666666666666,0.07836878630339168
274,0.09433333333333327,0.038021923500352606,0.3746666666666666,0.07790592617595485
275,0.09466666666666662,0.03703451843288305,0.37499999999999983,0.08973727083981198
276,0.09499999999999995,0.0401040313850532,0.3756666666666665,0.08391199093229898
277,0.09333333333333327,0.03464101615137754,0.36733333333333307,0.09116285793384643
278,0.09199999999999996,0.0380409136471656,0.3699999999999998,0.08825468196582488
279,0.09833333333333327,0.03693086634360055,0.36899999999999983,0.09407502915817306
280,0.09166666666666658,0.033124344857252984,0.3673333333333331,0.08666410252617095
281,0.09766666666666655,0.0337490740613724,0.36666666666666664,0.08844332774281066
282,0.10033333333333325,0.036665151483845464,0.3696666666666665,0.08769834662067469
283,0.0956666666666666,0.0338805089821403,0.375,0.08197221751571959
284,0.09733333333333329,0.03820413008505173,0.3666666666666665,0.08273115763993909
285,0.09666666666666661,0.03382963855030742,0.36499999999999994,0.07808471183414989
286,0.09733333333333326,0.039631637193871604,0.3663333333333332,0.08319922542374483
287,0.09633333333333322,0.03428475527759306,0.3716666666666665,0.07779960011322541
288,0.09799999999999993,0.03393457758033178,0.3703333333333332,0.08378477719066203
289,0.09399999999999992,0.03632568726886738,0.37766666666666665,0.07874783947653566
290,0.09699999999999992,0.038900157097654785,0.3769999999999999,0.0802350713009384
291,0.0926666666666666,0.03608015767395948,0.3783333333333332,0.0821076529116907
292,0.0936666666666666,0.036421910377622366,0.3749999999999998,0.08304951668867326
293,0.09499999999999992,0.03345809983314123,0.37499999999999983,0.09035424112286526
294,0.0916666666666666,0.03840572873934304,0.3856666666666666,0.08566796367370942
295,0.09633333333333324,0.036482872693909395,0.391,0.082845907831615
296,0.09666666666666661,0.03785938897200183,0.3879999999999999,0.08800505036012927
297,0.09633333333333327,0.03492690780600094,0.38066666666666665,0.08846593820348159
298,0.09733333333333327,0.03906689419728963,0.382,0.09145976650357732
299,0.09933333333333325,0.03527038417709677,0.3789999999999999,0.08738865932017599
300,0.09699999999999992,0.039747816152449024,0.38666666666666644,0.07958224257542217
301,0.09233333333333324,0.03459447611653887,0.3756666666666665,0.0854861912175814
302,0.09433333333333327,0.039456023339634445,0.37566666666666665,0.08457146879020924
303,0.10266666666666657,0.03641733408999377,0.3836666666666666,0.08359891014706934
304,0.09566666666666661,0.03731398308052003,0.38233333333333325,0.0908545846699854
305,0.1003333333333332,0.03605397188783631,0.3759999999999997,0.08845337754998392
306,0.09866666666666658,0.03885013942488926,0.3763333333333332,0.08797663831318453
307,0.10066666666666657,0.03858036345661408,0.37699999999999995,0.09124996194824173
308,0.1006666666666666,0.039715656022950595,0.3756666666666665,0.0891758562242793
309,0.0986666666666666,0.04052982440952175,0.384,0.08887944394265501
310,0.09499999999999995,0.038980051878421657,0.3903333333333332,0.09132299211528762
311,0.09933333333333323,0.04162798204199776,0.39066666666666655,0.0912968296881722
312,0.09666666666666661,0.03901566636906542,0.38433333333333314,0.093625139074218
313,0.09699999999999992,0.040026380189958605,0.385,0.08620067027323834
314,0.0986666666666666,0.037094473981982824,0.39299999999999985,0.08343926600295036
315,0.09566666666666661,0.0376105777083463,0.39366666666666644,0.09014741014336218
316,0.09666666666666661,0.04176654695380555,0.39600000000000013,0.08734096658753233
317,0.09866666666666662,0.0410744581353316,0.396,0.09132116707289477
318,0.09599999999999995,0.04197353663652583,0.39799999999999985,0.08979235305228764
319,0.09766666666666658,0.03894583132734204,0.3960000000000001,0.08515084654110412
320,0.09499999999999996,0.037822685726367385,0.38733333333333325,0.08508557783523338
321,0.10099999999999994,0.038138635994953415,0.3896666666666664,0.08752079118066113
322,0.09699999999999993,0.03269216691774618,0.38999999999999985,0.09049247973665485
323,0.09466666666666662,0.03642953624617132,0.3939999999999998,0.08142890559664097
324,0.09899999999999994,0.03315116890850155,0.3926666666666666,0.08307693890471521
325,0.0996666666666666,0.0381502876063136,0.39,0.08089774066341063
326,0.10033333333333326,0.04307487021970521,0.38633333333333303,0.0754387168501692
327,0.09999999999999992,0.03887301263230201,0.3853333333333332,0.07934733769950954
328,0.09499999999999996,0.03723051317281445,0.39133333333333303,0.08281438415047364
329,0.10099999999999994,0.03446576401139091,0.3843333333333333,0.08925058356485216
330,0.10433333333333325,0.0410027099375422,0.3846666666666665,0.0801969797159192
331,0.1006666666666666,0.03886729559239574,0.3869999999999999,0.08690927581232182
332,0.09733333333333326,0.038204130085051746,0.3819999999999999,0.08620647049703142
333,0.09866666666666658,0.04025474437186808,0.38766666666666666,0.08173874370347413
